name,year,average_rating,users_rated
King's Champion,2017,6.83171,41
Feuer & Flamme,2013,5.92561,41
Nightmare Forest: Alien Invasion,2017,7.28571,42
Dark Frontier,2015,7.25122,41
Bania,2014,5.74512,41
"Graveyards, Ghosts & Haunted Houses",2015,6.78049,41
Length x Wit,2014,7.28781,41
Trivial Pursuit: Star Wars â€“ The Black Series Edition,2016,6.49167,42
X Marks the Spot,2011,5.4275,40
Bacon Wars,2015,5.47143,42
ShutterBug,2017,5.91951,41
Alien Invasion,2014,5.04524,42
Metro 2033: Breakthrough,2015,5.98488,43
Age of Assassins,2013,6.56098,41
Terra Formars,2016,5.92476,42
Baba Yaga,2016,6.05854,41
Despicable Me Game of Life,2015,4.4271,41
Radetzky's March: The Hundred Hours Campaign,2018,7.79024,41
Chronicle X,2018,6.95,40
Rocca Rails,2014,6.58571,42
NichtLustig: FÃ¤kalini,2014,5.85581,43
Wiochmen Wesele,2011,4.27561,41
Villains and Vigilantes Card Game,2011,6.70488,41
Sandwich Masters,2016,6.83333,42
Beneath Nexus,2016,6.88571,42
Åotry,2017,6.82619,42
Shadow of the Sun,2013,6.04268,41
Planecrafters,2017,7.12872,47
Â¡MÃA!,2018,6.52286,42
Kronen fÃ¼r den KÃ¶nig,2013,5.5375,40
Hedbanz Act Up!,2013,5.67949,39
Pool Party,2018,5.39318,44
Rival Kings,2016,6.0325,40
sQuizz,2013,6.30732,41
Tower of London,2017,5.91452,42
Xenofera,2017,7.3625,40
Dust Tactics,2014,7.7,40
Stumblewood,2018,5.79512,41
Aliens: Hadley's Hope,2018,7.04017,40
Dwarf King's Hold: Green Menace,2011,7.1525,40
Compact Bowling,2015,6.19,40
Baby Blues,2016,6.10256,39
Blueshift,2017,7.53427,41
Farmini,2018,6.54884,43
Legends and Lies,2014,7.06953,43
Trivial Pursuit: Classic Edition,2016,6.69855,46
New Earth,2016,3.22,40
The Hobbit: An Unexpected Journey â€“ Journey to the Lonely Mountain Strategy Game,2013,5.52326,43
Medical Frontier,2017,5.96951,41
Moriarty's Machinations,2014,6.29525,40
Rising Sun Railroads,2011,6.75,40
18Chesapeake,2020,7.71404,47
Murder at Blood Mansion,2017,7.55707,41
What A Tanker!,2018,8.29482,45
Fruit Picking,2014,6.44756,41
Convocados,2011,5.70377,40
Color Stix,2011,6.44375,40
Giga-Robo!,2019,8.735,40
Tzulan Quest,2016,6.23,40
"7 Symbols, and 7 Nations",2015,7.23829,41
XYbrid,2017,6.78125,40
Build Up,2014,7.526,40
Conquest Tactics,2011,6.59462,39
Jetpack Unicorn,2013,5.37195,41
Mines of the Sacred Dragon,2012,5.72125,40
Monkeyland,2011,5.7375,40
Radiant,2018,7.15512,41
Igen?,2018,7.31702,47
Scrabble Twists & Turns,2012,5.6675,40
Crazy Bullets,2015,5.28049,41
CABO (second edition),2019,7.37895,57
Pitch Deck,2017,7.10122,41
Port of Piraeus,2015,5.8875,40
Baseball Highlights: 2045 â€“ Spring Training,2017,7.54976,42
Brook City,2019,8.39081,123
Orkensturm,2015,6.26375,40
Maigo-Neko,2015,5.875,42
Le Temps des As,2014,7.595,40
7 Dice Wonders,2013,6.66,40
MAUW,2017,6.70244,41
Titten Ã„rsche Sonnenschein,2013,4.6475,40
Colour Brain,2017,6.44195,41
Old World New World,2013,6.37683,41
Phoenix Covenant,2017,7.6561,41
Hero's Crossing,2017,7.09667,42
Simsala Hopp,2013,5.49146,41
Complicated Board Game the Card Game,2017,6.53023,43
Pirackie Skarby,2013,5.1575,40
Cooks & Crooks,2018,7.14634,41
ROBOT RISE!,2018,7.9375,40
Partizan,2011,7.2125,40
Pitch Fleet,2015,5.59225,40
Edgar & Lucien,2017,7.13854,41
Nichtlustig: Noch mehr Labor Chaos,2013,6.205,40
Downton Abbey: The Board Game,2013,4.4625,40
Find Your Seats,2017,6.4875,40
Timeline: Canada,2018,7.00476,42
Hull Breach: Loyalty & Vigilance,2014,7.39375,40
The Long Road,2018,7.1086,43
Ubongo: Star Wars â€“ Das Erwachen der Macht,2015,6.2,40
Famous Fairways: The World's Smallest Golf Game,2012,6.0375,40
Zombie Terror,2016,6.50976,41
Trool Park,2018,6.13095,42
Game Election,2015,6.985,40
Big Trouble in Little China: The Game â€“ Deluxe Edition,2018,7.7461,41
First Snow,2017,7.2485,40
"So Long, My World",2018,8.35273,55
Sporz Original Outbreak,2011,6.87359,39
Knockout,2014,6.81375,40
Flea Marketeers,2014,6.30513,39
Color Wheel,2016,6.63333,39
F**k. The game,2015,5.74872,39
Deadland,2017,5.33077,39
Judge Dredd: Block War,2018,7.1125,40
Actionworks,2013,6.88205,39
Right Fierce & Terrible: Sluys 1340,2011,7.14359,39
CrossWays,2013,5.72,40
Smoke & Mirrors,2015,6.22375,40
Deadly Premonition: The Board Game,2017,6.9,40
Mucho Macho,2017,5.62821,39
Operations Olympic & Coronet,2012,7.19872,39
1972: The Lost Phantom,2017,7.21795,39
Shadowrun: Zero Day,2017,6.75641,39
PiÃ¨ces MontÃ©eS,2014,6.25128,39
Dungeon Digger,2017,6.51366,41
Da Yu: The Flood Conqueror,2014,6.58846,39
Noueni,2013,6.42949,39
Butts away! Heroes,2015,5.33625,40
Legendary Forests,2017,7.01111,54
Goodwill,2017,7.21,40
Kenya,2013,5.77846,39
Wiener Walzer,2016,6.29231,39
Cthulhu Crusades,2017,6.29268,41
All Quiet on the Martian Front,2014,7.15897,39
Broomsticks and Backflips,2011,5.52564,39
Toire o Yogoshita nowa Dareda?,2016,6.57,40
18PA,2011,7.17692,39
Grim,2015,5.19872,39
Among Us,2018,5.8641,39
Modern Land Battles: Target Acquired,2015,7.46282,39
"Sweet Honey, Bee Mine!",2017,5.57692,39
Speedway Champion,2011,6.01026,39
Roll & Wall,2018,6.13333,39
Amis Cube,2016,6.36098,41
Dreadball: KickOff,2013,6.78205,39
Tribe,2017,5.98718,39
Red Tide West,2014,6.75641,39
TÃ³ncc,2012,7.9225,40
Rick and Morty: 100 DÃ­as,2017,7.30068,39
London & Northwestern,2018,6.875,40
Cup-A-Cup,2015,5.97951,41
Rory's Story Cubes: Rescue,2016,6.92308,39
Super Hazard Quest,2017,6.4561,41
Monopoly: Fortnite,2018,5.49095,42
Lock 'n Load Tactical: Heroes of the Motherland,2015,8.42683,41
Puerto Diablo,2015,6.24359,39
Payoff Pitch Baseball,2013,8.07143,42
Valiant Universe: The Deckbuilding Game,2016,5.64103,39
Rainbow 35,2016,5.66949,39
The Enigma Box,2017,6.9075,40
Khrysos Hunters,2014,5.64615,39
Carrier Battlegroup: Solitaire,2014,6.87821,39
Codename: Oracle,2014,6.58333,39
The Color Monster,2018,7.27612,43
Farrapos,2011,7.78205,39
Guess Club,2017,7.4766,47
Hungry Hungry Hipsters,2012,6.08974,39
Les MisÃ©rables: Eve of Rebellion,2016,6.3375,44
Jungle Race,2018,6.08,40
Pixel Glory: Light & Shadow,2018,7.9075,40
Wonderland,2012,5.57949,39
Pitch'n Dunk,2011,7.66667,39
Trailer Park Boys Board Game,2013,7.14359,39
Super PACS,2016,7.33,40
My Fair Princess,2015,6.40375,40
Magic: The Gathering â€“ Duel Decks: Mind vs. Might,2017,7.05128,39
End of Empire: 1744-1782,2014,7.7641,39
For Fame & Fortune,2011,5.54918,39
Movie Buff,2015,5.75128,39
Cosmic Pioneers,2016,5.58974,39
Chaparral,2016,7.35,38
Dark Assembly,2015,6.76667,39
Distraction,2012,5.96154,39
Tanto Cuore: Winter Romance,2018,7.96279,43
Mare Nostrum,2015,6.68421,38
Kakerlaken-Duell,2017,5.30263,38
The Battle of Lepanto,2011,6.30263,38
Twilight Sparkle's Secret Shipfic Folder,2014,7.51026,39
Councils & Contracts,2013,6.10526,38
Teneriffa,2011,5.84868,38
Game of Phones,2015,5.51579,38
Stack & Attack,2013,6.5891,39
A Night in Deepwail Manor,2013,6.89105,38
Twistocity,2016,8.53158,38
"The Rhineland War, 1936-37",2011,7.23421,38
Cooking Rumble,2018,7.34205,39
The Great Tour: European Cities,2017,5.81053,38
Dice of Arkham,2012,6.22368,38
Fuji Koro,2019,8.46383,40
Ovni,2013,7.09539,38
Disastles,2018,7.8119,42
The Battle of Adobe Walls,2013,7.7075,40
WÃ¼rfel Kung Fu,2014,6.01316,38
Pingwiny z Madagaskaru,2015,5.43947,38
LOT,2012,7.6122,41
Early Glories,2017,8.38158,38
Human Interface: Be a Better Human,2018,9.0,38
Samurai Vassal,2017,6.83,40
Molecular: The Strategic Chemistry Tile Game,2015,6.23684,38
Lorrein,2011,5.93816,38
The Deception of Antiques: 12 Chinese Zodiac Bronze Heads,2017,7.69737,38
ã²ã¨ã²ã‚‰ (Hitohira),2015,6.49923,39
RagnarÃ¶k: Aesir and JÃ¶tunn,2011,6.88421,38
Eragra: The Game of Eras and the First Step,2011,5.6,38
Quatre Batailles en Espagne,2015,7.84211,38
Seas of Iron,2013,5.31579,38
Limite limite,2015,5.7,40
1868,2017,7.05132,38
27,2017,6.8641,39
Civicus Dice Game,2015,6.81316,38
The Hardest Days,2011,7.60789,38
I Love Portugal,2016,7.10937,38
Famous First Downs: The World's Smallest Football Game,2012,6.29737,38
Rise or Fall,2011,5.12821,39
Trappist One,2018,6.41128,39
Deep Future,2016,7.71053,38
Fail Safe,2013,7.09211,38
Prelude to Rebellion,2018,8.28462,39
Cryptocurrency,2018,6.25526,38
Hatflings!,2016,6.57763,38
Kivi,2016,4.64103,39
Imperial Storm,2017,8.39211,38
Kumbu: Dubbelzijdig Kaartspel,2012,6.13158,38
Strat-O-Matic Baseball Express,2011,7.17132,38
CLEVER,2014,6.73421,38
Kiwara,2018,7.18077,39
Fall of the Roman Empire,2011,4.46316,38
Kill Shot,2011,4.21842,38
Einfach tierisch,2011,6.13216,38
Coraxis & Co.,2012,6.23949,39
I Can't Even With These Monsters,2016,5.71,40
Doctor Who: Time Clash â€“ Starter Set,2016,5.5,38
Wolsung Steampunk Skirmish Game,2011,8.04605,38
DiceWar: Roots of Mali,2016,7.8359,39
Bestiary of Sigillum,2014,7.43158,38
Pizza XXL,2014,5.07763,38
TripleÂ³,2013,5.76316,38
Fleecing Olympus,2018,7.47436,39
Node,2011,6.08421,38
Rotten Apples,2014,5.09766,37
Hot Potato,2011,5.22105,38
Monopoly: CityVille,2012,5.67895,38
"Maori Wars: The New Zealand Land Wars, 1845-1872",2018,7.2365,40
ãƒœãƒ–ã‚¸ãƒ†ãƒ³ (Bob Jiten),2017,6.70256,39
Magic Fold,2018,6.55263,38
1822CA,2018,8.52326,43
Clusterfight!,2014,6.93243,37
Show & Tile,2018,6.36974,38
Ni-Ju,2016,7.53158,38
Keep Cool,2016,6.77568,37
Nature of the Beast: Prairie vs. Polar,2012,7.30541,37
La Bataille de Vauchamps,2014,7.37838,37
Nordwind 1945,2011,6.74324,37
Deckscape: Behind the Curtain,2019,7.06441,59
Rory's Story Cubes: Moomin,2015,6.69211,38
Rolling Empires,2017,7.38148,45
Heirs of the Wizard King,2018,6.97297,37
Lee's Invincibles,2016,7.29737,38
Cartoon Network Crossover Crisis: Animation Annihilation Deck-Building Game,2017,7.56184,38
Poetry Slam,2018,6.64108,37
Shadow Days,2012,3.81081,37
Callisto,2015,6.64905,42
Debatable,2017,6.59895,38
New World Colony,2011,6.43243,37
TimeBomb Evolution,2016,6.69189,37
Guardians of Xobos,2018,8.12821,39
Looterz: Rigor Mortis,2018,7.2439,41
Skull Port,2017,7.47297,37
Tropico,2017,6.39324,37
Lunes,2018,8.03846,39
Virgin Seas,2016,6.48026,38
Capture: A Medieval Wargame,2016,6.78243,37
5ive: King's Court,2017,6.39639,40
Zombie House Blitz,2014,6.29595,37
1858: The Railways of Iberia,2011,7.14615,39
Engage,2011,7.07297,37
Swish Jr.,2013,6.27838,37
Stinky Pig Game,2014,4.47686,36
Tilting at Windmills,2017,7.01974,38
Col-Or-Form,2014,6.5973,37
Fluff,2018,7.1375,40
Divorce! The Game,2015,6.32838,37
Space Opera,2017,6.91,40
Dream Heist,2014,4.45676,37
Jungle Speed: 20 Years,2014,6.63027,37
Clash of the Cards,2016,7.01842,38
Profiteers,2018,6.79756,41
Mutant Chronicles Warzone Resurrection,2013,7.93056,36
Cache Me If You Can!: The Geocaching Board Game,2013,6.85763,38
TMNT HeroClix: Mouser Mayhem Starter Set,2016,6.37684,38
Dino World,2017,6.56585,41
You're Fired!,2015,6.46053,38
Sergeants Miniatures Game: Red Devils,2013,7.92763,38
Astro Jam,2014,5.26711,38
Terrene Odyssey,2015,6.67108,37
Star Plus,2017,6.31757,37
Leelawadee,2013,5.77703,37
Sagaland Mini,2011,5.38378,37
Lamborghini: The Official Race Game,2011,5.40541,37
Ugah Ugah!,2015,6.05946,37
8 the Liar,2014,4.87297,37
Barbeque Party,2011,5.14054,37
Greedy Wizards,2013,5.28378,37
Magus: Aura Mortis,2017,7.75676,37
Maurice: War in an Age of Gentlemen and Philosophers â€“ 1690-1790,2012,8.26757,37
Age of Soccer,2014,5.74324,37
Jumping Jack,2013,5.08243,37
Stumped,2018,6.09421,38
Gatenkaas,2014,5.69342,38
Bloody Monday,2017,8.10263,38
Dodge Dice,2014,5.81865,37
Groovy Pips,2014,5.66757,37
Peppers of the Caribbean,2018,5.75526,38
Das Ligretto FuÃŸballspiel,2012,5.63784,37
Slap .45 Mini,2014,5.64865,37
Monopoly: Cthulhu,2016,5.47568,37
Hoshi Battle,2014,5.81579,38
Muses,2013,5.6973,37
PicWits!,2012,5.67895,38
DANY,2019,6.81628,43
Serengeti: A Race For Life,2017,6.09308,39
Ink Monsters,2017,5.82973,37
Million Dollars But... The Game: Expansion Pack 1,2016,5.56053,38
Flick Wars,2014,6.79595,37
Superbohaterowie,2014,5.56757,37
çŒ¿é“ (Monkey Road),2015,5.79763,38
nullern,2013,5.66447,38
Passaportas,2017,5.94474,38
Unfinished Case of Holmes,2017,7.01837,49
Cut the Rope: The Card Game,2014,4.88684,38
Altaria: Clash of Dimensions,2014,5.03846,39
Healing Blade: Defenders of Soma,2016,7.18026,38
Ladrillazo,2017,7.10468,37
Monster Misfits,2016,5.55556,36
Unauthorized,2017,6.09722,36
Bureaunauts,2017,7.30278,36
Red Typhoon,2017,7.62162,37
Montmirail and Vauchamps 1814,2014,8.18056,36
Judge Dredd Miniatures Game,2011,7.09722,36
"Demyansk Shield: the Frozen Fortress, February-May 1942",2017,7.52703,37
The Bears and the Bees,2018,6.28605,38
The Terminator: The Official Board Game,2017,5.47222,36
Mermaid Island,2011,5.44444,36
No Retreat 2,2011,7.40833,36
Ä°htilÃ¢l,2015,7.49167,36
The King's Men,2015,7.01389,36
Make 'n' Break Party,2012,6.375,36
Famous Divisions: Grossdeutschland Panzer,2011,6.57222,36
El Ministerio del Tiempo,2017,7.25,38
Pizza Master,2017,7.55,36
Snug as a Bug in a Rug,2012,6.32895,38
Corps Command: Dawn's Early Light â€“ Red Hammer,2015,7.41667,36
Knuckle Sammich: A Kobolds Ate My Baby! Card Game,2013,5.88889,36
Asterix & Obelix: Mission Zaubertrank!,2017,5.78378,37
Line Dice,2013,5.88889,36
Neptune,2013,5.91556,36
Oligarchy: A Dystopian card game,2016,7.43333,36
AARRR!,2014,6.65833,36
Six Day War: 1967,2012,6.92703,37
Quest: Awakening of Melior,2013,6.77222,36
Super Hack Override,2016,5.76667,36
Universal Rule,2017,6.46361,36
Little Monster That Came For Lunch And Stayed For Tea,2018,6.13158,38
Darien Apocalypse,2018,7.12568,37
Zero Hour: Survival Horror Card Game,2014,4.83714,35
Brynk,2016,6.34722,36
Candy Match,2017,6.05711,38
CalÃ§otada Wars,2014,6.11667,36
Rifles in the Ardennes,2017,7.74378,37
Southern Rails,2015,6.14583,36
TacDex: Pirates,2014,5.5625,36
Helsinki 1918: German Intervention to the Finnish Civil War,2018,7.80556,36
Zoom Zoom Ka-Boom!!,2011,6.7125,36
3 to 4 Headed Monster,2016,4.58278,36
The Lords of Rock: Mosh Pit,2016,5.94444,36
1893: Cologne,2014,7.525,36
Spiky Dastards,2018,6.30756,45
AGES,2015,7.19444,36
Role Quest,2018,8.27778,36
Expedition Zetta,2018,6.63721,43
I Would Fight The Dragon...,2018,5.88158,38
Guerra en el PacÃ­fico,2013,7.37895,38
Robotech: Ace Pilot,2018,6.8775,40
Cubu,2012,4.16667,36
Dux Britanniarum,2012,7.86111,36
Mission: Combat!,2013,6.57778,36
El Castillo del Terror,2017,6.80973,37
POWER,2012,6.31389,36
Marvel Dice Masters: Guardians of the Galaxy,2017,8.34615,39
Crete 1941,2016,7.61806,36
Wild Cats,2015,5.61667,36
Lex in Lemniscate,2016,6.56417,36
Rackare!,2015,5.58056,36
Bobbidi Boom,2017,6.125,36
Expeditie Robinson,2014,5.7,36
Bad People,2016,5.62703,37
Star Wars: Outer Rim,2019,7.95508,59
Pax Pamir (Second Edition),2019,8.53333,42
Consumption: Food and Choices,2019,8.24512,37
Munchkin Spell Skool,2017,7.12162,37
SOS: Sheep in Trouble,2014,5.95139,36
CarrÃ©,2011,5.23642,36
Laurel Crown,2017,6.18194,36
Os Reinos de Drunagor,2016,7.29868,38
Chop Chop,2012,5.50694,36
Boufbowl,2018,6.98421,38
Ragers: Champions of the Arena,2016,5.97778,36
Sleepers,2012,7.65789,38
"Little Bird, Big Hunger",2016,6.06417,36
Last Starfleet,2015,6.27143,35
ILIOS,2015,7.5,35
New York Kings,2012,6.42857,35
Virus the Card Game,2014,4.72857,35
Blitzed!,2013,5.05714,35
Murderer's Row,2015,7.04857,35
Magic: The Gathering â€“ Duel Decks: Speed vs. Cunning,2014,6.77778,36
Atari's Missile Command,2018,5.6,35
Someone Has Died,2016,7.35865,37
POWERUP,2018,8.20877,38
7 Islands,2011,6.88886,35
Flippin' Fruit,2014,6.94571,35
Four Elements,2017,6.92973,37
Overlords: The Card Game,2013,6.06286,35
Aura,2017,6.575,36
The Grunwald Swords,2016,7.22857,35
Guardians' Chronicles: Clash of Heroes,2017,6.86111,36
Mutants,2019,7.80857,35
Roots: A Game of Inventing Words,2015,6.12,35
Thousand Islands Railway,2012,5.79286,35
Danmaku!!,2016,7.31,35
SupermarchÃ©,2014,6.92143,35
Fleet Admiral,2012,5.3,35
King's Bounty,2012,4.29306,36
Treachery in a Pocket,2017,6.26,35
Ciudad de CartÃ³n,2017,8.98571,35
Beyond Waterloo,2012,7.23611,36
Cult Following,2016,7.11892,37
Merlin Zinzin,2012,5.99706,34
Crop Cycle,2016,6.77857,35
PBL Robots,2015,5.5,35
Monopoly: Futurama Collector's Edition,2011,5.57143,35
Squadro,2018,6.5375,40
Animagicians,2017,7.76114,35
Catham City,2017,6.18286,35
Diceborn Heroes,2019,7.97647,34
Family Alias,2011,5.94444,36
QuickWits,2013,5.85417,36
Remember When ...,2017,7.16571,35
Crowns,2014,5.75714,35
Wands,2014,4.97669,35
Serica: Plains of Dust,2011,6.58143,35
VITA MORS,2017,6.86757,37
Reverse Charades Junior Edition,2011,7.00571,35
Sauschwer,2013,5.59714,35
Napoleon's Quagmire,2017,7.91667,36
Montana,2012,6.38571,35
Solstice: Fall of Empire,2017,6.60571,35
Trifecta,2013,6.02857,35
Assaultous,2013,6.78857,35
Sergeants D-Day,2014,7.17857,35
Two Crowns,2012,5.74286,35
RPGQuest: A Jornada do HerÃ³i,2017,9.09143,35
Limbo: Eternal War,2019,9.59714,35
Pyramid Raiders,2012,5.74167,36
Mandrago,2016,7.25714,35
Power Play: Schemes & Skulduggery,2014,7.27914,35
Ore City,2015,6.18943,35
Robots & Rockets,2015,6.02778,36
Los Viajes del CapitÃ¡n Foucault,2015,5.37297,37
Fisticuffs!,2015,6.86857,35
The Battle of Tanga 1914,2015,6.64722,36
Uglydoll Loonacy,2016,6.47143,35
Karten Kniffel,2014,5.58571,35
Midway Solitaire,2017,7.04595,37
Bim Bamm!,2012,5.55556,36
Castellers!,2017,5.69571,35
EspaÃ±a 20: Volume 1,2014,7.72222,36
Dungeon WC,2019,7.075,40
Okoshki,2014,6.51857,35
Tournament of Towers,2018,7.13194,36
Burg Klettermax,2012,5.32571,35
Marvel Contest of Champions: Battlerealm,2018,5.52286,35
TF22: RELOAD!,2013,6.832,35
HÃ©rois & Monstros,2015,6.78,35
Moteneba.,2013,6.22,35
Paul Koenig's Market Garden: Nijmegen Bridge,2012,7.04861,36
Explorers of the Lost Valley,2016,5.94629,35
AVES,2017,6.49,35
Palaces,2018,6.46108,36
Like Dice,2012,6.16143,35
Pizzeria Italia,2014,5.39143,35
El Luchador Fantastico Grande,2015,5.66571,35
Korporacja,2015,4.12857,35
Risk: Marvel Cinematic Universe,2015,5.925,36
Animator vs Animation,2018,9.58823,34
Bookmaker,2012,5.77941,34
The Pirate's Flag,2018,7.50778,36
Truths Too Terrible,2015,5.93118,34
Aliens vs. Zombies,2013,5.54118,34
Merry Yard,2014,5.62647,34
"Sexy, el juego del arte del flirteo",2014,5.97343,35
Rory's Story Cubes: Doctor Who,2016,7.01503,34
Autumn,2015,6.77206,34
Dreaming Dragon,2012,5.62647,34
Across Africa,2015,4.02353,34
Mount Pingo,2015,5.74286,35
Roadkill Rivals,2015,6.27941,34
Tricky Dungeon,2017,6.83889,36
Samsara,2014,7.05147,34
Reis de Portugal,2014,6.58441,34
Blindes Huhn extrem,2017,5.72857,35
HÃ¶chste Eisenbahn,2012,5.8298,34
Captain Dice (ã‚­ãƒ£ãƒ—ãƒ†ãƒ³ãƒ€ã‚¤ã‚¹),2016,6.47714,35
The Bogey,2016,6.97059,34
1500: The New World,2017,5.31176,34
"Mayan Sun, Aztec Destiny: 500 BC â€“ AD 2012 â€“ Beyondâˆž",2012,7.36029,34
De 7 geitjes,2015,5.82941,34
Borders of Kanta,2019,8.98529,34
Battle Gnomes,2016,8.72059,34
Azteka,2014,5.87294,34
"Wilk, Koza i Kapusta",2012,6.16706,34
Vault Assault,2017,6.61765,34
Keep Running!,2014,5.90441,34
Pirato Poker,2014,6.91176,34
Kings' Struggle,2018,6.34606,36
Luther: Das Spiel,2016,5.42353,34
Rally Fally,2012,5.26765,34
Aether Captains: Pirates and Traders,2011,7.10143,35
Princess Magic Fairy,2011,6.00352,36
Fall of Magic,2015,8.39706,34
Ninja Arena,2016,6.88235,34
Anno Domini: Avvenimenti bizzarri,2013,5.90294,34
Pocket Odyssey,2014,7.37941,34
Cake Duel,2018,7.75857,35
"The Greek Civil War, 1947-49",2014,6.62286,35
Envyra,2018,7.65588,34
Troll Hunt,2014,6.04294,34
Cartes sur Table,2012,5.33529,34
Vroom Vroom,2016,5.22647,34
Guns of the Askari,2012,7.26176,34
Yashima: Legends from Fairytale,2016,7.61941,34
Sorcerer City,2019,8.2281,34
The Other Hat Trick,2013,6.96176,34
Wizards' Towers,2017,6.66176,34
Isegrim,2011,4.71765,34
Slide Quest,2019,7.0587,54
Misantropia,2016,5.04286,35
Avec Infini Regret II,2016,7.52941,34
Castle Blast,2013,5.57618,34
Drecksause,2014,5.108,35
Arcole 1796,2016,7.67143,35
Tricks and the Phantom,2017,6.7125,36
Alpenzian,2018,7.28286,35
Irezumi,2012,6.60882,34
Endless Pass: A Viking Saga,2018,7.03714,35
Hand aufs Herz,2012,6.21765,34
Pasaraya: Supermarket Manager,2018,7.59595,37
The Walking Dead: The Prison â€“ Board Game,2014,6.14412,34
Warhammer Age of Sigmar: Storm of Sigmar,2016,6.88235,34
Ascension: Deliverance,2018,8.40139,36
Tiny Epic Tactics,2019,7.99228,38
Churrascaria: A Cutthroat Game of Gluttony,2018,7.84083,36
Hungarian Nightmare,2011,7.18235,34
Holmes and Moriarty,2018,7.16286,35
StoryLine: Scary Tales,2016,6.19194,35
