Game,Country,Number of Users,Average Rating
Through the Desert,Taiwan,9,7.39
Through the Desert,Thailand,2,7.50
Through the Desert,Turkey,2,6.00
Through the Desert,Ukraine,2,5.50
Through the Desert,United Kingdom,68,7.55
Through the Desert,USA,707,7.43
Through the Desert,Uruguay,1,10.00
Through the Desert,Venezuela,1,8.00
Through the Desert,Wales,3,7.33
Thurn and Taxis,Argentina,13,7.69
Thurn and Taxis,Australia,55,7.28
Thurn and Taxis,Austria,15,7.30
Thurn and Taxis,Belgium,29,7.40
Thurn and Taxis,Brazil,33,8.23
Thurn and Taxis,Canada,137,7.50
Thurn and Taxis,Chile,4,7.55
Thurn and Taxis,China,6,6.87
Thurn and Taxis,Colombia,1,6.50
Thurn and Taxis,Croatia,1,10.00
Thurn and Taxis,Czech Republic,15,7.15
Thurn and Taxis,Denmark,14,6.96
Thurn and Taxis,England,9,7.69
Thurn and Taxis,Estonia,5,7.04
Thurn and Taxis,Finland,38,7.17
Thurn and Taxis,France,19,7.34
Thurn and Taxis,Germany,199,7.40
Thurn and Taxis,Greece,25,7.84
Thurn and Taxis,Hong Kong,3,8.03
Thurn and Taxis,Hungary,12,7.97
Thurn and Taxis,Iceland,1,7.00
Thurn and Taxis,India,2,9.25
Thurn and Taxis,Indonesia,1,7.00
Thurn and Taxis,Ireland,2,7.75
Thurn and Taxis,Israel,4,9.00
Thurn and Taxis,Italy,54,7.63
Thurn and Taxis,Japan,21,6.29
Thurn and Taxis,Latvia,3,7.67
Thurn and Taxis,Lithuania,4,7.00
Thurn and Taxis,Malaysia,4,6.55
Thurn and Taxis,Mexico,3,7.27
Thurn and Taxis,Mongolia,1,7.00
Thurn and Taxis,Netherlands,30,7.63
Thurn and Taxis,New Zealand,11,6.79
Thurn and Taxis,Norway,17,7.65
Thurn and Taxis,Philippines,2,3.50
Thurn and Taxis,Poland,56,7.76
Thurn and Taxis,Portugal,11,7.26
Thurn and Taxis,Qatar,1,6.00
Thurn and Taxis,Romania,7,8.43
Thurn and Taxis,Russia,9,8.02
Thurn and Taxis,Saudi Arabia,1,7.00
Thurn and Taxis,Scotland,2,6.50
Thurn and Taxis,Serbia,3,7.90
Thurn and Taxis,Singapore,10,7.82
Thurn and Taxis,Slovakia,3,7.33
Thurn and Taxis,Slovenia,2,8.25
Thurn and Taxis,South Africa,2,6.00
Thurn and Taxis,South Korea,15,7.73
Thurn and Taxis,Spain,55,7.50
Thurn and Taxis,Sweden,29,7.28
Thurn and Taxis,Switzerland,13,7.46
Thurn and Taxis,Taiwan,12,7.80
Thurn and Taxis,Thailand,2,8.00
Thurn and Taxis,Ukraine,4,7.50
Thurn and Taxis,United Kingdom,83,7.42
Thurn and Taxis,USA,710,7.60
Thurn and Taxis,Uruguay,1,8.00
Thurn and Taxis,Venezuela,2,9.00
Thurn and Taxis,Wales,1,9.00
Tichu,Argentina,3,6.33
Tichu,Australia,25,8.00
Tichu,Austria,6,8.50
Tichu,Belgium,15,7.90
Tichu,Brazil,18,8.29
Tichu,Bulgaria,1,8.00
Tichu,Canada,65,7.96
Tichu,Chile,2,8.00
Tichu,China,11,7.55
Tichu,Colombia,1,8.00
Tichu,Croatia,1,7.60
Tichu,Czech Republic,9,7.39
Tichu,Denmark,1,1.00
Tichu,England,4,7.00
Tichu,Estonia,1,9.00
Tichu,Finland,18,8.33
Tichu,France,7,9.14
Tichu,Germany,98,8.20
Tichu,Greece,39,8.12
Tichu,Guatemala,1,9.00
Tichu,Hong Kong,7,8.29
Tichu,Hungary,7,7.29
Tichu,Indonesia,1,5.00
Tichu,Ireland,1,9.00
Tichu,Israel,5,8.30
Tichu,Italy,23,7.28
Tichu,Japan,12,6.42
Tichu,Latvia,2,6.00
Tichu,Lithuania,2,8.50
Tichu,Luxembourg,1,6.00
Tichu,Malaysia,1,8.00
Tichu,Moldova,1,8.00
Tichu,Netherlands,24,7.92
Tichu,New Zealand,6,8.80
Tichu,Norway,7,6.36
Tichu,Philippines,2,8.50
Tichu,Poland,26,8.29
Tichu,Portugal,11,7.77
Tichu,Qatar,1,3.60
Tichu,Russia,3,7.00
Tichu,Serbia,2,8.00
Tichu,Singapore,2,8.40
Tichu,Slovakia,1,10.00
Tichu,Slovenia,1,9.50
Tichu,South Africa,1,10.00
Tichu,South Korea,29,7.98
Tichu,Spain,45,7.37
Tichu,Sweden,10,6.39
Tichu,Switzerland,5,8.20
Tichu,Taiwan,13,7.83
Tichu,Thailand,2,7.50
Tichu,Ukraine,1,7.00
Tichu,United Kingdom,36,7.18
Tichu,USA,479,7.87
Tichu,Wales,1,10.00
Ticket to Ride,Albania,1,5.00
Ticket to Ride,Andorra,1,7.50
Ticket to Ride,Argentina,18,8.11
Ticket to Ride,Australia,135,7.94
Ticket to Ride,Austria,21,7.76
Ticket to Ride,Bahamas,1,8.75
Ticket to Ride,Belarus,1,7.00
Ticket to Ride,Belgium,58,7.89
Ticket to Ride,Bosnia and Herzegovina,1,10.00
Ticket to Ride,Brazil,98,8.41
Ticket to Ride,Bulgaria,6,7.92
Ticket to Ride,Canada,457,8.08
Ticket to Ride,Chile,25,8.14
Ticket to Ride,China,22,7.60
Ticket to Ride,Colombia,3,9.33
Ticket to Ride,Costa Rica,2,10.00
Ticket to Ride,Croatia,8,8.38
Ticket to Ride,Czech Republic,16,8.22
Ticket to Ride,Denmark,22,7.46
Ticket to Ride,England,16,8.16
Ticket to Ride,Estonia,2,8.50
Ticket to Ride,Finland,55,7.82
Ticket to Ride,France,41,7.74
Ticket to Ride,Germany,200,7.79
Ticket to Ride,Greece,23,8.07
Ticket to Ride,Guatemala,2,9.50
Ticket to Ride,Hong Kong,9,8.11
Ticket to Ride,Hungary,20,8.18
Ticket to Ride,Iceland,4,8.00
Ticket to Ride,India,4,8.00
Ticket to Ride,Indonesia,7,8.06
Ticket to Ride,Ireland,17,7.83
Ticket to Ride,Isle of Man,1,9.00
Ticket to Ride,Israel,16,7.51
Ticket to Ride,Italy,67,7.98
Ticket to Ride,Japan,40,7.48
Ticket to Ride,Latvia,9,7.72
Ticket to Ride,Lebanon,1,8.00
Ticket to Ride,Lithuania,17,7.62
Ticket to Ride,Luxembourg,2,8.50
Ticket to Ride,Macedonia,2,9.50
Ticket to Ride,Malaysia,12,8.04
Ticket to Ride,Malta,1,7.00
Ticket to Ride,Mexico,28,8.86
Ticket to Ride,Moldova,1,8.00
Ticket to Ride,Netherlands,50,7.88
Ticket to Ride,New Zealand,22,7.11
Ticket to Ride,Norway,27,7.99
Ticket to Ride,Other-Middle East,1,7.00
Ticket to Ride,Peru,2,8.50
Ticket to Ride,Philippines,9,7.72
Ticket to Ride,Poland,60,7.73
Ticket to Ride,Portugal,18,8.26
Ticket to Ride,Qatar,1,3.00
Ticket to Ride,Romania,12,9.08
Ticket to Ride,Russia,23,8.20
Ticket to Ride,Saudi Arabia,2,7.50
Ticket to Ride,Scotland,5,7.20
Ticket to Ride,Serbia,8,7.94
Ticket to Ride,Singapore,14,7.89
Ticket to Ride,Slovakia,2,7.50
Ticket to Ride,Slovenia,2,8.00
Ticket to Ride,South Africa,10,8.40
Ticket to Ride,South Korea,36,7.93
Ticket to Ride,Spain,151,7.87
Ticket to Ride,Sweden,83,7.61
Ticket to Ride,Switzerland,15,8.67
Ticket to Ride,Taiwan,23,7.77
Ticket to Ride,Thailand,15,7.66
Ticket to Ride,Ukraine,4,8.25
Ticket to Ride,United Kingdom,220,8.04
Ticket to Ride,USA,3157,8.10
Ticket to Ride,Uruguay,1,8.50
Ticket to Ride,Venezuela,3,9.67
Ticket to Ride,Vietnam,2,7.50
Ticket to Ride,Wales,4,7.75
Ticket to Ride: Europe,American Samoa,1,8.50
Ticket to Ride: Europe,Argentina,18,8.29
Ticket to Ride: Europe,Australia,115,8.19
Ticket to Ride: Europe,Austria,16,7.51
Ticket to Ride: Europe,Belarus,4,8.88
Ticket to Ride: Europe,Belgium,64,8.02
Ticket to Ride: Europe,Bolivia,1,10.00
Ticket to Ride: Europe,Brazil,70,8.46
Ticket to Ride: Europe,Brunei,1,8.50
Ticket to Ride: Europe,Bulgaria,9,8.61
Ticket to Ride: Europe,Canada,311,8.18
Ticket to Ride: Europe,Chile,13,8.78
Ticket to Ride: Europe,China,21,7.71
Ticket to Ride: Europe,Colombia,9,8.57
Ticket to Ride: Europe,Costa Rica,4,9.50
Ticket to Ride: Europe,Croatia,7,8.94
Ticket to Ride: Europe,Czech Republic,12,8.38
Ticket to Ride: Europe,Denmark,29,7.99
Ticket to Ride: Europe,England,21,7.63
Ticket to Ride: Europe,Estonia,12,8.18
Ticket to Ride: Europe,Finland,41,7.77
Ticket to Ride: Europe,France,38,7.69
Ticket to Ride: Europe,French Polynesia,1,6.00
Ticket to Ride: Europe,Germany,158,7.81
Ticket to Ride: Europe,Greece,59,8.09
Ticket to Ride: Europe,Honduras,1,8.50
Ticket to Ride: Europe,Hong Kong,10,8.06
Ticket to Ride: Europe,Hungary,26,8.23
Ticket to Ride: Europe,Iceland,6,7.92
Ticket to Ride: Europe,India,4,8.25
Ticket to Ride: Europe,Indonesia,5,8.60
Ticket to Ride: Europe,Iran,4,9.13
Ticket to Ride: Europe,Ireland,16,8.00
Ticket to Ride: Europe,Isle of Man,2,9.00
Ticket to Ride: Europe,Israel,10,8.19
Ticket to Ride: Europe,Italy,67,7.95
Ticket to Ride: Europe,Japan,25,7.42
Ticket to Ride: Europe,Kenya,1,9.00
Ticket to Ride: Europe,Latvia,10,7.60
Ticket to Ride: Europe,Lithuania,18,8.17
Ticket to Ride: Europe,Luxembourg,3,8.00
Ticket to Ride: Europe,Macedonia,3,9.67
Ticket to Ride: Europe,Malaysia,10,8.40
Ticket to Ride: Europe,Malta,2,9.00
Ticket to Ride: Europe,Mexico,15,8.30
Ticket to Ride: Europe,Netherlands,64,7.99
Ticket to Ride: Europe,New Zealand,25,7.59
Ticket to Ride: Europe,Norway,29,7.95
Ticket to Ride: Europe,Peru,3,8.00
Ticket to Ride: Europe,Philippines,8,9.13
Ticket to Ride: Europe,Poland,142,8.17
Ticket to Ride: Europe,Portugal,36,8.33
Ticket to Ride: Europe,Qatar,1,8.00
Ticket to Ride: Europe,Romania,27,8.76
Ticket to Ride: Europe,Russia,26,8.27
Ticket to Ride: Europe,Scotland,9,8.50
Ticket to Ride: Europe,Serbia,10,8.80
Ticket to Ride: Europe,Singapore,8,7.83
Ticket to Ride: Europe,Slovakia,4,8.53
Ticket to Ride: Europe,Slovenia,6,8.75
Ticket to Ride: Europe,South Africa,10,8.40
Ticket to Ride: Europe,South Korea,27,7.66
Ticket to Ride: Europe,Spain,173,8.16
Ticket to Ride: Europe,Sweden,68,7.73
Ticket to Ride: Europe,Switzerland,16,7.88
Ticket to Ride: Europe,Taiwan,19,8.40
Ticket to Ride: Europe,Thailand,8,8.81
Ticket to Ride: Europe,Turkey,2,8.50
Ticket to Ride: Europe,Uganda,1,7.00
Ticket to Ride: Europe,Ukraine,15,9.20
Ticket to Ride: Europe,United Kingdom,271,8.06
Ticket to Ride: Europe,USA,1486,8.02
Ticket to Ride: Europe,Uruguay,2,8.00
Ticket to Ride: Europe,Venezuela,1,8.00
Ticket to Ride: Europe,Vietnam,2,8.00
Ticket to Ride: Europe,Wales,3,8.67
Ticket to Ride: Europe,Zambia,1,9.00
Ticket to Ride: Märklin,Argentina,1,9.20
Ticket to Ride: Märklin,Australia,24,7.73
Ticket to Ride: Märklin,Austria,2,6.50
Ticket to Ride: Märklin,Belgium,15,7.90
Ticket to Ride: Märklin,Brazil,19,8.22
Ticket to Ride: Märklin,Canada,92,7.68
Ticket to Ride: Märklin,Chile,2,8.00
Ticket to Ride: Märklin,China,4,6.88
Ticket to Ride: Märklin,Colombia,1,9.00
Ticket to Ride: Märklin,Czech Republic,3,9.00
Ticket to Ride: Märklin,Denmark,9,6.89
Ticket to Ride: Märklin,England,3,7.33
Ticket to Ride: Märklin,Estonia,4,6.88
Ticket to Ride: Märklin,Finland,9,7.94
Ticket to Ride: Märklin,France,9,7.33
Ticket to Ride: Märklin,Germany,46,7.57
Ticket to Ride: Märklin,Greece,5,7.84
Ticket to Ride: Märklin,Hong Kong,5,7.92
Ticket to Ride: Märklin,Hungary,5,7.20
Ticket to Ride: Märklin,Iceland,1,8.00
Ticket to Ride: Märklin,India,2,8.50
Ticket to Ride: Märklin,Indonesia,2,6.50
Ticket to Ride: Märklin,Ireland,4,8.00
Ticket to Ride: Märklin,Israel,4,8.00
Ticket to Ride: Märklin,Italy,25,8.10
Ticket to Ride: Märklin,Japan,17,7.53
Ticket to Ride: Märklin,Latvia,1,7.00
Ticket to Ride: Märklin,Luxembourg,1,7.50
Ticket to Ride: Märklin,Malaysia,5,8.44
Ticket to Ride: Märklin,Mexico,3,9.00
Ticket to Ride: Märklin,Mongolia,1,8.00
Ticket to Ride: Märklin,Netherlands,14,8.04
Ticket to Ride: Märklin,New Zealand,6,8.00
Ticket to Ride: Märklin,Norway,10,8.15
Ticket to Ride: Märklin,Philippines,1,6.00
Ticket to Ride: Märklin,Poland,22,7.98
Ticket to Ride: Märklin,Portugal,3,7.00
Ticket to Ride: Märklin,Romania,6,9.00
Ticket to Ride: Märklin,Russia,6,8.17
Ticket to Ride: Märklin,Singapore,4,7.45
Ticket to Ride: Märklin,South Korea,4,7.75
Ticket to Ride: Märklin,Spain,20,7.78
Ticket to Ride: Märklin,Sweden,12,7.55
Ticket to Ride: Märklin,Switzerland,3,9.33
Ticket to Ride: Märklin,Taiwan,6,8.33
Ticket to Ride: Märklin,Thailand,9,7.90
Ticket to Ride: Märklin,Ukraine,1,9.00
Ticket to Ride: Märklin,United Kingdom,47,7.78
Ticket to Ride: Märklin,USA,514,7.73
Ticket to Ride: Märklin,Wales,1,10.00
Tigris & Euphrates,Andorra,1,9.00
Tigris & Euphrates,Argentina,4,8.30
Tigris & Euphrates,Australia,62,8.08
Tigris & Euphrates,Austria,16,8.34
Tigris & Euphrates,Belgium,37,8.26
Tigris & Euphrates,Bolivia,1,10.00
Tigris & Euphrates,Brazil,47,8.49
Tigris & Euphrates,Bulgaria,1,10.00
Tigris & Euphrates,Canada,184,8.02
Tigris & Euphrates,Chile,3,9.67
Tigris & Euphrates,China,20,8.23
Tigris & Euphrates,Colombia,3,9.50
Tigris & Euphrates,Croatia,3,8.83
Tigris & Euphrates,Czech Republic,11,8.00
Tigris & Euphrates,Denmark,16,7.94
Tigris & Euphrates,England,8,7.88
Tigris & Euphrates,Estonia,1,8.00
Tigris & Euphrates,Fiji,1,8.00
Tigris & Euphrates,Finland,38,8.22
Tigris & Euphrates,France,34,8.20
Tigris & Euphrates,Germany,126,8.06
Tigris & Euphrates,Greece,23,8.17
Tigris & Euphrates,Hong Kong,13,8.23
Tigris & Euphrates,Hungary,14,7.39
Tigris & Euphrates,Iceland,1,8.00
Tigris & Euphrates,India,1,10.00
Tigris & Euphrates,Indonesia,2,6.50
Tigris & Euphrates,Ireland,5,8.70
Tigris & Euphrates,Israel,10,8.06
Tigris & Euphrates,Italy,45,8.27
Tigris & Euphrates,Japan,29,8.02
Tigris & Euphrates,Latvia,3,7.33
Tigris & Euphrates,Lithuania,6,8.00
Tigris & Euphrates,Luxembourg,1,7.00
Tigris & Euphrates,Malaysia,8,7.94
Tigris & Euphrates,Mexico,7,8.06
Tigris & Euphrates,Netherlands,50,8.10
Tigris & Euphrates,New Zealand,18,7.31
Tigris & Euphrates,Norway,17,8.75
Tigris & Euphrates,Panama,1,8.00
Tigris & Euphrates,Peru,1,8.00
Tigris & Euphrates,Philippines,3,8.17
Tigris & Euphrates,Poland,55,7.72
Tigris & Euphrates,Portugal,15,8.37
Tigris & Euphrates,Qatar,1,7.80
Tigris & Euphrates,Russia,7,7.36
Tigris & Euphrates,Scotland,1,7.00
Tigris & Euphrates,Serbia,1,8.50
Tigris & Euphrates,Singapore,7,8.07
Tigris & Euphrates,Slovakia,2,5.00
Tigris & Euphrates,Slovenia,3,9.43
Tigris & Euphrates,South Africa,3,6.67
Tigris & Euphrates,South Korea,35,8.42
Tigris & Euphrates,Spain,91,8.32
Tigris & Euphrates,Sweden,35,7.80
Tigris & Euphrates,Switzerland,12,8.38
Tigris & Euphrates,Taiwan,20,8.33
Tigris & Euphrates,Thailand,4,7.25
Tigris & Euphrates,Turkey,1,10.00
Tigris & Euphrates,Ukraine,4,7.00
Tigris & Euphrates,United Kingdom,125,7.89
Tigris & Euphrates,USA,1119,8.05
Tigris & Euphrates,Uruguay,1,9.00
Tigris & Euphrates,Venezuela,2,8.00
Tigris & Euphrates,Vietnam,1,8.00
Tigris & Euphrates,Wales,2,9.00
Tikal,Andorra,1,9.00
Tikal,Argentina,11,7.89
Tikal,Australia,38,7.36
Tikal,Austria,19,7.16
Tikal,Belarus,1,8.00
Tikal,Belgium,31,7.74
Tikal,Brazil,43,8.49
Tikal,Bulgaria,1,7.00
Tikal,Canada,140,7.58
Tikal,Chile,8,8.36
Tikal,China,7,7.14
Tikal,Colombia,3,8.50
Tikal,Croatia,1,7.00
Tikal,Czech Republic,14,8.14
Tikal,Denmark,9,7.44
Tikal,England,8,7.94
Tikal,Estonia,4,7.73
Tikal,Finland,25,7.70
Tikal,France,31,7.80
Tikal,Germany,156,7.36
Tikal,Greece,17,7.94
Tikal,Hong Kong,7,7.71
Tikal,Hungary,28,8.05
Tikal,Ireland,3,8.00
Tikal,Israel,5,7.50
Tikal,Italy,44,7.72
Tikal,Japan,22,7.24
Tikal,Lithuania,4,6.50
Tikal,Luxembourg,4,7.75
Tikal,Malaysia,3,6.90
Tikal,Mexico,6,8.62
Tikal,Netherlands,43,7.79
Tikal,New Zealand,17,7.04
Tikal,Norway,14,7.36
Tikal,Philippines,1,5.00
Tikal,Poland,46,7.88
Tikal,Portugal,5,7.69
Tikal,Qatar,1,7.00
Tikal,Romania,3,8.60
Tikal,Russia,5,7.60
Tikal,Saudi Arabia,1,9.00
Tikal,Scotland,2,7.50
Tikal,Serbia,1,8.00
Tikal,Singapore,5,7.90
Tikal,Slovakia,3,9.67
Tikal,Slovenia,4,7.50
Tikal,South Africa,3,7.67
Tikal,South Korea,26,7.50
Tikal,Spain,66,7.95
Tikal,Sweden,17,6.88
Tikal,Switzerland,14,7.07
Tikal,Taiwan,6,7.37
Tikal,Thailand,7,8.21
Tikal,Turkey,1,8.00
Tikal,Ukraine,2,5.00
Tikal,United Kingdom,89,7.71
Tikal,USA,793,7.53
Tikal,Venezuela,1,7.00
Tikal,Vietnam,1,9.00
Tikal,Wales,1,7.00
Torres,Argentina,5,8.20
Torres,Australia,17,7.14
Torres,Austria,16,7.13
Torres,Belgium,21,7.57
Torres,Brazil,21,8.22
Torres,Canada,66,7.25
Torres,Chile,9,8.47
Torres,China,3,7.77
Torres,Colombia,1,9.00
Torres,Czech Republic,6,7.00
Torres,Denmark,4,7.50
Torres,England,4,7.88
Torres,Estonia,3,4.67
Torres,Finland,13,7.22
Torres,France,15,7.58
Torres,Germany,108,7.21
Torres,Greece,8,7.44
Torres,Hong Kong,5,7.92
Torres,Hungary,4,8.00
Torres,Indonesia,1,8.00
Torres,Ireland,2,8.25
Torres,Italy,22,7.05
Torres,Japan,25,7.22
Torres,Latvia,1,7.00
Torres,Lithuania,2,7.50
Torres,Malaysia,2,5.80
Torres,Mexico,4,7.63
Torres,Netherlands,16,8.17
Torres,New Zealand,6,6.50
Torres,Norway,6,6.33
Torres,Poland,14,7.57
Torres,Portugal,5,6.40
Torres,Romania,1,10.00
Torres,Saudi Arabia,1,8.00
Torres,Scotland,2,7.75
Torres,Serbia,1,8.00
Torres,Singapore,5,6.96
Torres,Slovenia,1,10.00
Torres,South Africa,2,7.00
Torres,South Korea,22,7.61
Torres,Spain,35,8.11
Torres,Sweden,12,7.75
Torres,Switzerland,5,7.70
Torres,Taiwan,9,7.94
Torres,Thailand,2,7.75
Torres,Ukraine,3,6.80
Torres,United Kingdom,51,7.49
Torres,USA,451,7.26
Torres,Venezuela,1,10.00
Torres,Wales,2,7.25
Tsuro,Argentina,9,7.22
Tsuro,Australia,46,7.23
Tsuro,Austria,4,6.75
Tsuro,Belgium,7,7.43
Tsuro,Brazil,31,7.62
Tsuro,Brunei,1,9.00
Tsuro,Bulgaria,1,9.00
Tsuro,Canada,108,7.04
Tsuro,Chile,6,7.58
Tsuro,China,2,5.50
Tsuro,Colombia,2,8.50
Tsuro,Croatia,1,9.00
Tsuro,Czech Republic,2,7.00
Tsuro,Denmark,7,7.10
Tsuro,England,8,6.94
Tsuro,Estonia,1,7.00
Tsuro,Finland,11,7.00
Tsuro,France,8,6.50
Tsuro,Germany,40,6.86
Tsuro,Greece,16,6.53
Tsuro,Hong Kong,2,6.75
Tsuro,Hungary,2,7.50
Tsuro,Iceland,1,8.00
Tsuro,Ireland,4,7.75
Tsuro,Israel,4,7.24
Tsuro,Italy,9,6.76
Tsuro,Japan,4,4.73
Tsuro,Latvia,1,8.00
Tsuro,Luxembourg,1,8.00
Tsuro,Malaysia,2,7.75
Tsuro,Malta,1,6.50
Tsuro,Mexico,10,7.54
Tsuro,Netherlands,9,5.93
Tsuro,New Zealand,5,6.22
Tsuro,Norway,14,7.16
Tsuro,Peru,3,6.67
Tsuro,Philippines,2,8.00
Tsuro,Poland,8,6.94
Tsuro,Portugal,13,7.10
Tsuro,Qatar,2,6.00
Tsuro,Romania,3,8.13
Tsuro,Russia,7,6.32
Tsuro,Scotland,4,7.38
Tsuro,Serbia,1,9.00
Tsuro,Singapore,2,6.50
Tsuro,Slovakia,1,10.00
Tsuro,Slovenia,1,10.00
Tsuro,South Korea,2,7.00
Tsuro,Spain,29,6.59
Tsuro,Sweden,19,7.34
Tsuro,Switzerland,7,7.17
Tsuro,Taiwan,2,6.00
Tsuro,Thailand,3,7.50
Tsuro,Ukraine,1,8.00
Tsuro,United Kingdom,93,7.06
Tsuro,USA,862,6.94
Tsuro,Venezuela,1,7.00
Tsuro,Wales,2,6.00
Twilight Imperium (Third Edition),Argentina,3,8.50
Twilight Imperium (Third Edition),Australia,24,7.69
Twilight Imperium (Third Edition),Austria,4,8.75
Twilight Imperium (Third Edition),Belgium,5,7.90
Twilight Imperium (Third Edition),Brazil,25,8.71
Twilight Imperium (Third Edition),Canada,104,7.93
Twilight Imperium (Third Edition),Chile,4,8.65
Twilight Imperium (Third Edition),China,5,7.02
Twilight Imperium (Third Edition),Colombia,2,9.75
Twilight Imperium (Third Edition),Croatia,1,7.00
Twilight Imperium (Third Edition),Czech Republic,1,9.00
Twilight Imperium (Third Edition),Denmark,7,7.14
Twilight Imperium (Third Edition),England,2,7.00
Twilight Imperium (Third Edition),Estonia,2,8.50
Twilight Imperium (Third Edition),Finland,17,6.76
Twilight Imperium (Third Edition),France,8,7.84
Twilight Imperium (Third Edition),Germany,37,7.68
Twilight Imperium (Third Edition),Greece,10,8.50
Twilight Imperium (Third Edition),Hong Kong,2,8.00
Twilight Imperium (Third Edition),Hungary,3,6.33
Twilight Imperium (Third Edition),Iceland,1,9.00
Twilight Imperium (Third Edition),Indonesia,2,9.50
Twilight Imperium (Third Edition),Ireland,4,7.38
Twilight Imperium (Third Edition),Israel,6,6.42
Twilight Imperium (Third Edition),Italy,18,7.79
Twilight Imperium (Third Edition),Japan,2,4.00
Twilight Imperium (Third Edition),Latvia,2,6.90
Twilight Imperium (Third Edition),Lebanon,1,8.00
Twilight Imperium (Third Edition),Lithuania,5,8.00
Twilight Imperium (Third Edition),Malaysia,6,5.75
Twilight Imperium (Third Edition),Malta,1,10.00
Twilight Imperium (Third Edition),Mexico,4,5.63
Twilight Imperium (Third Edition),Netherlands,7,7.80
Twilight Imperium (Third Edition),New Zealand,3,6.67
Twilight Imperium (Third Edition),Norway,10,6.90
Twilight Imperium (Third Edition),Peru,3,8.00
